nameyear,name,datetime,year,month,day,hour,lat,long,pred_lat,pred_long,status,category,wind,pressure,ts_diameter,hu_diameter,rank
Marilyn-1995,Marilyn,9/20/1995 18:00,1995,9,20,18,38.3,-64.3,37.3,-65.2,hurricane,1,70,980,,,34
Marilyn-1995,Marilyn,9/21/1995 0:00,1995,9,21,0,39,-63.3,38.3,-64.3,hurricane,1,65,982,,,35
Marilyn-1995,Marilyn,9/21/1995 6:00,1995,9,21,6,39.3,-61.9,39,-63.3,hurricane,1,65,984,,,36
Marilyn-1995,Marilyn,9/21/1995 12:00,1995,9,21,12,39.4,-60.6,39.3,-61.9,hurricane,1,65,987,,,37
Marilyn-1995,Marilyn,9/21/1995 18:00,1995,9,21,18,39.6,-59.3,39.4,-60.6,tropical storm,0,60,990,,,38
Marilyn-1995,Marilyn,9/22/1995 0:00,1995,9,22,0,39.8,-58.3,39.6,-59.3,tropical storm,0,55,992,,,39
Noel-1995,Noel,9/26/1995 18:00,1995,9,26,18,10.4,-37.7,10.4,-37.7,tropical depression,-1,25,1007,,,0
Noel-1995,Noel,9/27/1995 0:00,1995,9,27,0,10.9,-39,10.4,-37.7,tropical depression,-1,30,1006,,,1
Noel-1995,Noel,9/27/1995 6:00,1995,9,27,6,11.4,-40,10.9,-39,tropical depression,-1,30,1005,,,2
Noel-1995,Noel,9/27/1995 12:00,1995,9,27,12,12.1,-40.6,11.4,-40,tropical storm,0,35,1005,,,3
Noel-1995,Noel,9/27/1995 18:00,1995,9,27,18,12.8,-41,12.1,-40.6,tropical storm,0,40,1002,,,4
Noel-1995,Noel,9/28/1995 0:00,1995,9,28,0,13.5,-41.5,12.8,-41,tropical storm,0,45,1000,,,5
Noel-1995,Noel,9/28/1995 6:00,1995,9,28,6,14,-42,13.5,-41.5,tropical storm,0,50,998,,,6
Noel-1995,Noel,9/28/1995 12:00,1995,9,28,12,14.5,-42.4,14,-42,tropical storm,0,60,995,,,7
Noel-1995,Noel,9/28/1995 18:00,1995,9,28,18,15.2,-42.6,14.5,-42.4,hurricane,1,65,987,,,8
Noel-1995,Noel,9/29/1995 0:00,1995,9,29,0,15.9,-42.6,15.2,-42.6,hurricane,1,65,987,,,9
Noel-1995,Noel,9/29/1995 6:00,1995,9,29,6,16.5,-42.2,15.9,-42.6,hurricane,1,65,987,,,10
Noel-1995,Noel,9/29/1995 12:00,1995,9,29,12,17.4,-41.9,16.5,-42.2,hurricane,1,65,987,,,11
Noel-1995,Noel,9/29/1995 18:00,1995,9,29,18,18.2,-41.2,17.4,-41.9,hurricane,1,65,987,,,12
Noel-1995,Noel,9/30/1995 0:00,1995,9,30,0,18.9,-40.6,18.2,-41.2,hurricane,1,65,987,,,13
Noel-1995,Noel,9/30/1995 6:00,1995,9,30,6,19.4,-40.3,18.9,-40.6,hurricane,1,65,987,,,14
Noel-1995,Noel,9/30/1995 12:00,1995,9,30,12,19.7,-40.2,19.4,-40.3,tropical storm,0,60,990,,,15
Noel-1995,Noel,9/30/1995 18:00,1995,9,30,18,19.8,-40.1,19.7,-40.2,tropical storm,0,55,993,,,16
Noel-1995,Noel,10/1/1995 0:00,1995,10,1,0,19.9,-40.2,19.8,-40.1,tropical storm,0,50,994,,,17
Noel-1995,Noel,10/1/1995 6:00,1995,10,1,6,20,-40.3,19.9,-40.2,tropical storm,0,50,995,,,18
Noel-1995,Noel,10/1/1995 12:00,1995,10,1,12,20.1,-40.4,20,-40.3,tropical storm,0,45,1000,,,19
Noel-1995,Noel,10/1/1995 18:00,1995,10,1,18,20.5,-40.4,20.1,-40.4,tropical storm,0,45,1000,,,20
Noel-1995,Noel,10/2/1995 0:00,1995,10,2,0,20.9,-40.2,20.5,-40.4,tropical storm,0,45,1000,,,21
Noel-1995,Noel,10/2/1995 6:00,1995,10,2,6,21.5,-40.1,20.9,-40.2,tropical storm,0,45,1000,,,22
Noel-1995,Noel,10/2/1995 12:00,1995,10,2,12,22.4,-40,21.5,-40.1,tropical storm,0,45,1000,,,23
Noel-1995,Noel,10/2/1995 18:00,1995,10,2,18,23.5,-40.1,22.4,-40,tropical storm,0,45,1000,,,24
Noel-1995,Noel,10/3/1995 0:00,1995,10,3,0,24.7,-40.3,23.5,-40.1,tropical storm,0,45,1000,,,25
Noel-1995,Noel,10/3/1995 6:00,1995,10,3,6,25.7,-41,24.7,-40.3,tropical storm,0,40,1000,,,26
Noel-1995,Noel,10/3/1995 12:00,1995,10,3,12,26.7,-41.8,25.7,-41,tropical storm,0,45,1000,,,27
Noel-1995,Noel,10/3/1995 18:00,1995,10,3,18,27.6,-42.4,26.7,-41.8,tropical storm,0,45,1000,,,28
Noel-1995,Noel,10/4/1995 0:00,1995,10,4,0,28.5,-42.8,27.6,-42.4,tropical storm,0,45,999,,,29
Noel-1995,Noel,10/4/1995 6:00,1995,10,4,6,29.5,-43.1,28.5,-42.8,tropical storm,0,50,998,,,30
Noel-1995,Noel,10/4/1995 12:00,1995,10,4,12,30.4,-43.1,29.5,-43.1,tropical storm,0,50,997,,,31
Noel-1995,Noel,10/4/1995 18:00,1995,10,4,18,31.3,-43,30.4,-43.1,tropical storm,0,55,994,,,32
Noel-1995,Noel,10/5/1995 0:00,1995,10,5,0,31.9,-42.7,31.3,-43,hurricane,1,65,987,,,33
Noel-1995,Noel,10/5/1995 6:00,1995,10,5,6,32.2,-42.3,31.9,-42.7,hurricane,1,65,987,,,34
Noel-1995,Noel,10/5/1995 12:00,1995,10,5,12,32.4,-41.5,32.2,-42.3,hurricane,1,65,987,,,35
Noel-1995,Noel,10/5/1995 18:00,1995,10,5,18,32.4,-40.5,32.4,-41.5,hurricane,1,65,987,,,36
Noel-1995,Noel,10/6/1995 0:00,1995,10,6,0,32.5,-39.4,32.4,-40.5,tropical storm,0,60,990,,,37
Noel-1995,Noel,10/6/1995 6:00,1995,10,6,6,32.5,-38.2,32.5,-39.4,tropical storm,0,55,994,,,38
Noel-1995,Noel,10/6/1995 12:00,1995,10,6,12,32.5,-36.9,32.5,-38.2,tropical storm,0,50,997,,,39
Noel-1995,Noel,10/6/1995 18:00,1995,10,6,18,32.7,-35.3,32.5,-36.9,tropical storm,0,40,1001,,,40
Noel-1995,Noel,10/7/1995 0:00,1995,10,7,0,33.2,-33.5,32.7,-35.3,tropical storm,0,35,1004,,,41
Opal-1995,Opal,9/27/1995 18:00,1995,9,27,18,19.1,-87.3,19.1,-87.3,tropical depression,-1,25,1004,,,0
Opal-1995,Opal,9/28/1995 0:00,1995,9,28,0,19.4,-87.5,19.1,-87.3,tropical depression,-1,25,1004,,,1
Opal-1995,Opal,9/28/1995 6:00,1995,9,28,6,19.4,-87.9,19.4,-87.5,tropical depression,-1,25,1004,,,2
Opal-1995,Opal,9/28/1995 12:00,1995,9,28,12,19.3,-88.2,19.4,-87.9,tropical depression,-1,25,1003,,,3
Opal-1995,Opal,9/28/1995 18:00,1995,9,28,18,19.3,-88.4,19.3,-88.2,tropical depression,-1,25,1003,,,4
Opal-1995,Opal,9/29/1995 0:00,1995,9,29,0,19.4,-88.4,19.3,-88.4,tropical depression,-1,25,1003,,,5
Opal-1995,Opal,9/29/1995 6:00,1995,9,29,6,19.5,-88.4,19.4,-88.4,tropical depression,-1,25,1003,,,6
Opal-1995,Opal,9/29/1995 12:00,1995,9,29,12,19.6,-88.3,19.5,-88.4,tropical depression,-1,25,1003,,,7
Opal-1995,Opal,9/29/1995 18:00,1995,9,29,18,19.8,-88.2,19.6,-88.3,tropical depression,-1,30,1003,,,8
Opal-1995,Opal,9/30/1995 0:00,1995,9,30,0,20.1,-88.2,19.8,-88.2,tropical depression,-1,30,1002,,,9
Opal-1995,Opal,9/30/1995 6:00,1995,9,30,6,20.6,-88.3,20.1,-88.2,tropical depression,-1,30,1002,,,10
Opal-1995,Opal,9/30/1995 12:00,1995,9,30,12,21.1,-88.5,20.6,-88.3,tropical storm,0,35,1001,,,11
Opal-1995,Opal,9/30/1995 18:00,1995,9,30,18,21.4,-89.1,21.1,-88.5,tropical storm,0,40,1000,,,12
Opal-1995,Opal,10/1/1995 0:00,1995,10,1,0,21.3,-89.9,21.4,-89.1,tropical storm,0,45,994,,,13
Opal-1995,Opal,10/1/1995 6:00,1995,10,1,6,21.1,-90.7,21.3,-89.9,tropical storm,0,45,987,,,14
Opal-1995,Opal,10/1/1995 12:00,1995,10,1,12,20.9,-91.2,21.1,-90.7,tropical storm,0,45,986,,,15
Opal-1995,Opal,10/1/1995 18:00,1995,10,1,18,20.8,-91.6,20.9,-91.2,tropical storm,0,50,985,,,16
Opal-1995,Opal,10/2/1995 0:00,1995,10,2,0,20.7,-91.9,20.8,-91.6,tropical storm,0,55,984,,,17
Opal-1995,Opal,10/2/1995 6:00,1995,10,2,6,20.8,-92.1,20.7,-91.9,tropical storm,0,60,980,,,18
Opal-1995,Opal,10/2/1995 12:00,1995,10,2,12,21,-92.3,20.8,-92.1,hurricane,1,65,973,,,19
Opal-1995,Opal,10/2/1995 18:00,1995,10,2,18,21.2,-92.3,21,-92.3,hurricane,1,65,972,,,20
Opal-1995,Opal,10/3/1995 0:00,1995,10,3,0,21.7,-92.2,21.2,-92.3,hurricane,1,70,970,,,21
Opal-1995,Opal,10/3/1995 6:00,1995,10,3,6,22.2,-92,21.7,-92.2,hurricane,1,75,969,,,22
Opal-1995,Opal,10/3/1995 12:00,1995,10,3,12,22.8,-91.6,22.2,-92,hurricane,1,80,968,,,23
Opal-1995,Opal,10/3/1995 18:00,1995,10,3,18,23.5,-91,22.8,-91.6,hurricane,2,85,965,,,24
Opal-1995,Opal,10/4/1995 0:00,1995,10,4,0,24.5,-90.1,23.5,-91,hurricane,3,100,953,,,25
Opal-1995,Opal,10/4/1995 6:00,1995,10,4,6,25.9,-89.4,24.5,-90.1,hurricane,3,110,935,,,26
Opal-1995,Opal,10/4/1995 10:00,1995,10,4,10,26.6,-88.8,25.9,-89.4,hurricane,4,130,916,,,27
Opal-1995,Opal,10/4/1995 12:00,1995,10,4,12,27.3,-88.5,26.6,-88.8,hurricane,4,130,919,,,28
Opal-1995,Opal,10/4/1995 18:00,1995,10,4,18,29,-87.7,27.3,-88.5,hurricane,3,110,938,,,29
Opal-1995,Opal,10/4/1995 22:00,1995,10,4,22,30.3,-87.1,29,-87.7,hurricane,3,100,942,,,30
Opal-1995,Opal,10/5/1995 0:00,1995,10,5,0,31,-86.8,30.3,-87.1,hurricane,1,80,950,,,31
Opal-1995,Opal,10/5/1995 6:00,1995,10,5,6,33.2,-86.2,31,-86.8,tropical storm,0,50,974,,,32
Opal-1995,Opal,10/5/1995 12:00,1995,10,5,12,35.4,-85.7,33.2,-86.2,tropical depression,-1,30,982,,,33
Pablo-1995,Pablo,10/4/1995 18:00,1995,10,4,18,8.3,-31.4,8.3,-31.4,tropical depression,-1,30,1009,,,0
Pablo-1995,Pablo,10/5/1995 0:00,1995,10,5,0,8.4,-32.8,8.3,-31.4,tropical depression,-1,30,1009,,,1
Pablo-1995,Pablo,10/5/1995 6:00,1995,10,5,6,9.3,-35.1,8.4,-32.8,tropical depression,-1,30,1008,,,2
Pablo-1995,Pablo,10/5/1995 12:00,1995,10,5,12,10.2,-37.5,9.3,-35.1,tropical storm,0,35,1006,,,3
Pablo-1995,Pablo,10/5/1995 18:00,1995,10,5,18,11.1,-40.1,10.2,-37.5,tropical storm,0,40,1003,,,4
Pablo-1995,Pablo,10/6/1995 0:00,1995,10,6,0,11.5,-41.9,11.1,-40.1,tropical storm,0,50,997,,,5
Pablo-1995,Pablo,10/6/1995 6:00,1995,10,6,6,12,-44,11.5,-41.9,tropical storm,0,50,994,,,6
Pablo-1995,Pablo,10/6/1995 12:00,1995,10,6,12,12.2,-45.8,12,-44,tropical storm,0,50,995,,,7
Pablo-1995,Pablo,10/6/1995 18:00,1995,10,6,18,12.4,-47.5,12.2,-45.8,tropical storm,0,45,998,,,8
Pablo-1995,Pablo,10/7/1995 0:00,1995,10,7,0,12.5,-48.8,12.4,-47.5,tropical storm,0,45,1000,,,9
Pablo-1995,Pablo,10/7/1995 6:00,1995,10,7,6,12.7,-50,12.5,-48.8,tropical storm,0,45,1000,,,10
Pablo-1995,Pablo,10/7/1995 12:00,1995,10,7,12,12.8,-51.1,12.7,-50,tropical storm,0,45,1000,,,11
Pablo-1995,Pablo,10/7/1995 18:00,1995,10,7,18,12.6,-52.3,12.8,-51.1,tropical storm,0,45,1000,,,12
Pablo-1995,Pablo,10/8/1995 0:00,1995,10,8,0,12.5,-53.9,12.6,-52.3,tropical storm,0,45,1001,,,13
Pablo-1995,Pablo,10/8/1995 6:00,1995,10,8,6,12.3,-55.7,12.5,-53.9,tropical storm,0,45,1007,,,14
Pablo-1995,Pablo,10/8/1995 12:00,1995,10,8,12,12.1,-57.5,12.3,-55.7,tropical depression,-1,30,1009,,,15
Roxanne-1995,Roxanne,10/7/1995 18:00,1995,10,7,18,14,-82.1,14,-82.1,tropical depression,-1,25,1005,,,0
Roxanne-1995,Roxanne,10/8/1995 0:00,1995,10,8,0,14.2,-82.7,14,-82.1,tropical depression,-1,25,1005,,,1
Roxanne-1995,Roxanne,10/8/1995 6:00,1995,10,8,6,14.8,-83,14.2,-82.7,tropical depression,-1,25,1005,,,2
Roxanne-1995,Roxanne,10/8/1995 12:00,1995,10,8,12,15,-83.2,14.8,-83,tropical depression,-1,25,1005,,,3
Roxanne-1995,Roxanne,10/8/1995 18:00,1995,10,8,18,15.7,-83.2,15,-83.2,tropical depression,-1,30,1004,,,4
Roxanne-1995,Roxanne,10/9/1995 0:00,1995,10,9,0,16.5,-83.1,15.7,-83.2,tropical storm,0,35,1002,,,5
Roxanne-1995,Roxanne,10/9/1995 6:00,1995,10,9,6,17.2,-83,16.5,-83.1,tropical storm,0,40,1001,,,6
Roxanne-1995,Roxanne,10/9/1995 12:00,1995,10,9,12,17.9,-82.9,17.2,-83,tropical storm,0,45,999,,,7
Roxanne-1995,Roxanne,10/9/1995 18:00,1995,10,9,18,18.4,-82.9,17.9,-82.9,tropical storm,0,50,995,,,8
Roxanne-1995,Roxanne,10/10/1995 0:00,1995,10,10,0,18.9,-83.7,18.4,-82.9,tropical storm,0,60,989,,,9
Roxanne-1995,Roxanne,10/10/1995 6:00,1995,10,10,6,19.2,-84.3,18.9,-83.7,hurricane,1,70,985,,,10
Roxanne-1995,Roxanne,10/10/1995 12:00,1995,10,10,12,19.4,-85,19.2,-84.3,hurricane,1,80,972,,,11
Roxanne-1995,Roxanne,10/10/1995 18:00,1995,10,10,18,19.9,-86,19.4,-85,hurricane,2,95,966,,,12
Roxanne-1995,Roxanne,10/10/1995 21:00,1995,10,10,21,20,-86.7,19.9,-86,hurricane,3,100,956,,,13
Roxanne-1995,Roxanne,10/11/1995 0:00,1995,10,11,0,20,-87,20,-86.7,hurricane,3,100,958,,,14
Roxanne-1995,Roxanne,10/11/1995 2:00,1995,10,11,2,20,-87.6,20,-87,hurricane,3,100,958,,,15
Roxanne-1995,Roxanne,10/11/1995 6:00,1995,10,11,6,20,-88.1,20,-87.6,hurricane,2,90,970,,,16
Roxanne-1995,Roxanne,10/11/1995 12:00,1995,10,11,12,19.9,-89.1,20,-88.1,hurricane,1,75,983,,,17
Roxanne-1995,Roxanne,10/11/1995 18:00,1995,10,11,18,19.7,-90,19.9,-89.1,hurricane,1,70,987,,,18
Roxanne-1995,Roxanne,10/12/1995 0:00,1995,10,12,0,19.5,-90.8,19.7,-90,hurricane,1,65,990,,,19
Roxanne-1995,Roxanne,10/12/1995 6:00,1995,10,12,6,19.5,-91.5,19.5,-90.8,hurricane,1,65,992,,,20
Roxanne-1995,Roxanne,10/12/1995 12:00,1995,10,12,12,19.5,-92.2,19.5,-91.5,tropical storm,0,55,994,,,21
Roxanne-1995,Roxanne,10/12/1995 18:00,1995,10,12,18,19.7,-92.6,19.5,-92.2,tropical storm,0,55,995,,,22
Roxanne-1995,Roxanne,10/13/1995 0:00,1995,10,13,0,20.1,-92.8,19.7,-92.6,tropical storm,0,55,993,,,23
Roxanne-1995,Roxanne,10/13/1995 6:00,1995,10,13,6,20.5,-93.1,20.1,-92.8,tropical storm,0,55,993,,,24
Roxanne-1995,Roxanne,10/13/1995 12:00,1995,10,13,12,21,-93.6,20.5,-93.1,tropical storm,0,55,992,,,25
Roxanne-1995,Roxanne,10/13/1995 18:00,1995,10,13,18,21.4,-93.9,21,-93.6,tropical storm,0,55,988,,,26
Roxanne-1995,Roxanne,10/14/1995 0:00,1995,10,14,0,21.8,-93.9,21.4,-93.9,tropical storm,0,55,982,,,27
Roxanne-1995,Roxanne,10/14/1995 6:00,1995,10,14,6,22.2,-93.9,21.8,-93.9,tropical storm,0,60,981,,,28
Roxanne-1995,Roxanne,10/14/1995 12:00,1995,10,14,12,22.3,-93.8,22.2,-93.9,hurricane,1,65,980,,,29
Roxanne-1995,Roxanne,10/14/1995 18:00,1995,10,14,18,22.3,-93.3,22.3,-93.8,hurricane,1,70,980,,,30
Roxanne-1995,Roxanne,10/15/1995 0:00,1995,10,15,0,21.8,-92.9,22.3,-93.3,hurricane,1,70,979,,,31
Roxanne-1995,Roxanne,10/15/1995 6:00,1995,10,15,6,21.4,-92.4,21.8,-92.9,hurricane,1,75,979,,,32
Roxanne-1995,Roxanne,10/15/1995 12:00,1995,10,15,12,21,-91.9,21.4,-92.4,hurricane,1,75,980,,,33
Roxanne-1995,Roxanne,10/15/1995 18:00,1995,10,15,18,20.6,-91.6,21,-91.9,hurricane,1,75,980,,,34
Roxanne-1995,Roxanne,10/16/1995 0:00,1995,10,16,0,20.4,-91.5,20.6,-91.6,hurricane,1,75,981,,,35
Roxanne-1995,Roxanne,10/16/1995 6:00,1995,10,16,6,20.3,-91.7,20.4,-91.5,hurricane,1,70,984,,,36
Roxanne-1995,Roxanne,10/16/1995 12:00,1995,10,16,12,20.3,-92,20.3,-91.7,hurricane,1,65,985,,,37
Roxanne-1995,Roxanne,10/16/1995 18:00,1995,10,16,18,20.4,-92.2,20.3,-92,hurricane,1,65,987,,,38
Roxanne-1995,Roxanne,10/17/1995 0:00,1995,10,17,0,20.6,-92.4,20.4,-92.2,hurricane,1,65,991,,,39
Roxanne-1995,Roxanne,10/17/1995 6:00,1995,10,17,6,20.9,-92.6,20.6,-92.4,tropical storm,0,60,995,,,40
Roxanne-1995,Roxanne,10/17/1995 12:00,1995,10,17,12,21.2,-92.9,20.9,-92.6,tropical storm,0,55,998,,,41
Roxanne-1995,Roxanne,10/17/1995 18:00,1995,10,17,18,21.3,-93.1,21.2,-92.9,tropical storm,0,50,1000,,,42
Roxanne-1995,Roxanne,10/18/1995 0:00,1995,10,18,0,21.5,-93.3,21.3,-93.1,tropical storm,0,45,1003,,,43
Roxanne-1995,Roxanne,10/18/1995 6:00,1995,10,18,6,21.8,-93.6,21.5,-93.3,tropical storm,0,40,1004,,,44
Roxanne-1995,Roxanne,10/18/1995 12:00,1995,10,18,12,22.2,-94.2,21.8,-93.6,tropical storm,0,35,1005,,,45
Roxanne-1995,Roxanne,10/18/1995 18:00,1995,10,18,18,22.3,-94.7,22.2,-94.2,tropical storm,0,35,1008,,,46
Roxanne-1995,Roxanne,10/19/1995 0:00,1995,10,19,0,22.3,-95.1,22.3,-94.7,tropical depression,-1,30,1009,,,47
Roxanne-1995,Roxanne,10/19/1995 6:00,1995,10,19,6,22.4,-95.4,22.3,-95.1,tropical depression,-1,30,1009,,,48
Roxanne-1995,Roxanne,10/19/1995 12:00,1995,10,19,12,22.3,-95.5,22.4,-95.4,tropical depression,-1,30,1009,,,49
Roxanne-1995,Roxanne,10/19/1995 18:00,1995,10,19,18,22.3,-95.6,22.3,-95.5,tropical depression,-1,30,1009,,,50
Roxanne-1995,Roxanne,10/20/1995 0:00,1995,10,20,0,22.4,-95.6,22.3,-95.6,tropical depression,-1,30,1009,,,51
Roxanne-1995,Roxanne,10/20/1995 6:00,1995,10,20,6,22,-95.5,22.4,-95.6,tropical depression,-1,30,1009,,,52
Roxanne-1995,Roxanne,10/20/1995 12:00,1995,10,20,12,21.5,-95.5,22,-95.5,tropical depression,-1,25,1009,,,53
Roxanne-1995,Roxanne,10/20/1995 18:00,1995,10,20,18,20.5,-95.5,21.5,-95.5,tropical depression,-1,25,1010,,,54
Roxanne-1995,Roxanne,10/21/1995 0:00,1995,10,21,0,19.5,-96,20.5,-95.5,tropical depression,-1,25,1011,,,55
Sebastien-1995,Sebastien,10/20/1995 12:00,1995,10,20,12,13.8,-53.8,13.8,-53.8,tropical depression,-1,25,1006,,,0
Sebastien-1995,Sebastien,10/20/1995 18:00,1995,10,20,18,14.8,-54.5,13.8,-53.8,tropical depression,-1,30,1005,,,1
Sebastien-1995,Sebastien,10/21/1995 0:00,1995,10,21,0,16,-55.1,14.8,-54.5,tropical storm,0,35,1004,,,2
Sebastien-1995,Sebastien,10/21/1995 6:00,1995,10,21,6,17.6,-55.9,16,-55.1,tropical storm,0,35,1004,,,3
Sebastien-1995,Sebastien,10/21/1995 12:00,1995,10,21,12,19,-56.3,17.6,-55.9,tropical storm,0,40,1005,,,4
Sebastien-1995,Sebastien,10/21/1995 18:00,1995,10,21,18,20.1,-56.6,19,-56.3,tropical storm,0,40,1007,,,5
Sebastien-1995,Sebastien,10/22/1995 0:00,1995,10,22,0,21.2,-56.7,20.1,-56.6,tropical storm,0,40,1007,,,6
Sebastien-1995,Sebastien,10/22/1995 6:00,1995,10,22,6,21.8,-56.8,21.2,-56.7,tropical storm,0,40,1006,,,7
Sebastien-1995,Sebastien,10/22/1995 12:00,1995,10,22,12,22,-57.7,21.8,-56.8,tropical storm,0,45,1004,,,8
Sebastien-1995,Sebastien,10/22/1995 18:00,1995,10,22,18,21.5,-58.5,22,-57.7,tropical storm,0,55,1001,,,9
Sebastien-1995,Sebastien,10/23/1995 0:00,1995,10,23,0,20.9,-59.5,21.5,-58.5,tropical storm,0,50,1001,,,10
Sebastien-1995,Sebastien,10/23/1995 6:00,1995,10,23,6,20.1,-60.4,20.9,-59.5,tropical storm,0,45,1002,,,11
Sebastien-1995,Sebastien,10/23/1995 12:00,1995,10,23,12,19.4,-61,20.1,-60.4,tropical storm,0,40,1003,,,12
Sebastien-1995,Sebastien,10/23/1995 18:00,1995,10,23,18,19,-61.7,19.4,-61,tropical storm,0,35,1004,,,13
Sebastien-1995,Sebastien,10/24/1995 0:00,1995,10,24,0,18.6,-62.3,19,-61.7,tropical depression,-1,30,1005,,,14
Sebastien-1995,Sebastien,10/24/1995 6:00,1995,10,24,6,18.3,-63,18.6,-62.3,tropical depression,-1,30,1007,,,15
Sebastien-1995,Sebastien,10/24/1995 12:00,1995,10,24,12,18,-63.7,18.3,-63,tropical depression,-1,30,1007,,,16
Sebastien-1995,Sebastien,10/24/1995 18:00,1995,10,24,18,17.7,-64.3,18,-63.7,tropical depression,-1,25,1007,,,17
Sebastien-1995,Sebastien,10/25/1995 0:00,1995,10,25,0,17.5,-64.5,17.7,-64.3,tropical depression,-1,20,1008,,,18
Tanya-1995,Tanya,10/27/1995 0:00,1995,10,27,0,24.6,-59.2,24.6,-59.2,tropical depression,-1,30,1004,,,0
Tanya-1995,Tanya,10/27/1995 6:00,1995,10,27,6,25.3,-58.6,24.6,-59.2,tropical depression,-1,30,1002,,,1
Tanya-1995,Tanya,10/27/1995 12:00,1995,10,27,12,26.2,-57.9,25.3,-58.6,tropical storm,0,35,1001,,,2
Tanya-1995,Tanya,10/27/1995 18:00,1995,10,27,18,27.1,-57.1,26.2,-57.9,tropical storm,0,40,998,,,3
Tanya-1995,Tanya,10/28/1995 0:00,1995,10,28,0,27.2,-56.6,27.1,-57.1,tropical storm,0,45,997,,,4
Tanya-1995,Tanya,10/28/1995 6:00,1995,10,28,6,27.3,-56.2,27.2,-56.6,tropical storm,0,45,996,,,5
Tanya-1995,Tanya,10/28/1995 12:00,1995,10,28,12,27.2,-55.7,27.3,-56.2,tropical storm,0,50,995,,,6
Tanya-1995,Tanya,10/28/1995 18:00,1995,10,28,18,27.5,-54.7,27.2,-55.7,tropical storm,0,55,992,,,7
Tanya-1995,Tanya,10/29/1995 0:00,1995,10,29,0,28.4,-54.2,27.5,-54.7,tropical storm,0,60,990,,,8
Tanya-1995,Tanya,10/29/1995 6:00,1995,10,29,6,29.6,-54.2,28.4,-54.2,tropical storm,0,60,987,,,9
Tanya-1995,Tanya,10/29/1995 12:00,1995,10,29,12,30.5,-54.9,29.6,-54.2,hurricane,1,65,983,,,10
Tanya-1995,Tanya,10/29/1995 18:00,1995,10,29,18,31.2,-55.3,30.5,-54.9,hurricane,1,70,982,,,11
Tanya-1995,Tanya,10/30/1995 0:00,1995,10,30,0,31.8,-54.8,31.2,-55.3,hurricane,1,70,980,,,12
Tanya-1995,Tanya,10/30/1995 6:00,1995,10,30,6,32.6,-54.2,31.8,-54.8,hurricane,1,70,980,,,13
Tanya-1995,Tanya,10/30/1995 12:00,1995,10,30,12,33.1,-53.4,32.6,-54.2,hurricane,1,70,979,,,14
Tanya-1995,Tanya,10/30/1995 18:00,1995,10,30,18,33.8,-51.8,33.1,-53.4,hurricane,1,75,977,,,15
Tanya-1995,Tanya,10/31/1995 0:00,1995,10,31,0,34.6,-50.1,33.8,-51.8,hurricane,1,75,975,,,16
Tanya-1995,Tanya,10/31/1995 6:00,1995,10,31,6,35.4,-48.3,34.6,-50.1,hurricane,1,75,972,,,17
Tanya-1995,Tanya,10/31/1995 12:00,1995,10,31,12,36.2,-45.8,35.4,-48.3,hurricane,1,75,973,,,18
Tanya-1995,Tanya,10/31/1995 18:00,1995,10,31,18,37.1,-43.2,36.2,-45.8,hurricane,1,75,973,,,19
Tanya-1995,Tanya,11/1/1995 0:00,1995,11,1,0,37.8,-40.4,37.1,-43.2,hurricane,1,70,974,,,20
Tanya-1995,Tanya,11/1/1995 6:00,1995,11,1,6,37.7,-37.9,37.8,-40.4,hurricane,1,65,974,,,21
Tanya-1995,Tanya,11/1/1995 12:00,1995,11,1,12,37.4,-35.4,37.7,-37.9,tropical storm,0,60,974,,,22
Tanya-1995,Tanya,11/1/1995 18:00,1995,11,1,18,37.7,-31.8,37.4,-35.4,tropical storm,0,55,972,,,23
Arthur-1996,Arthur,6/17/1996 18:00,1996,6,17,18,26.8,-77.8,26.8,-77.8,tropical depression,-1,25,1010,,,0
Arthur-1996,Arthur,6/18/1996 0:00,1996,6,18,0,27.7,-78.3,26.8,-77.8,tropical depression,-1,25,1010,,,1
Arthur-1996,Arthur,6/18/1996 6:00,1996,6,18,6,28.6,-78.8,27.7,-78.3,tropical depression,-1,25,1009,,,2
Arthur-1996,Arthur,6/18/1996 12:00,1996,6,18,12,29.7,-78.8,28.6,-78.8,tropical depression,-1,25,1008,,,3
Arthur-1996,Arthur,6/18/1996 18:00,1996,6,18,18,30.6,-78.7,29.7,-78.8,tropical depression,-1,30,1008,,,4
Arthur-1996,Arthur,6/19/1996 0:00,1996,6,19,0,31.5,-78.7,30.6,-78.7,tropical storm,0,35,1004,,,5
Arthur-1996,Arthur,6/19/1996 6:00,1996,6,19,6,32.3,-78.6,31.5,-78.7,tropical storm,0,35,1006,,,6
Arthur-1996,Arthur,6/19/1996 12:00,1996,6,19,12,33.2,-78.1,32.3,-78.6,tropical storm,0,40,1005,,,7
Arthur-1996,Arthur,6/19/1996 18:00,1996,6,19,18,33.9,-77.3,33.2,-78.1,tropical storm,0,40,1005,,,8
Arthur-1996,Arthur,6/20/1996 0:00,1996,6,20,0,34.7,-76.4,33.9,-77.3,tropical storm,0,35,1005,,,9
Arthur-1996,Arthur,6/20/1996 6:00,1996,6,20,6,35.5,-75.4,34.7,-76.4,tropical storm,0,35,1005,,,10
Arthur-1996,Arthur,6/20/1996 12:00,1996,6,20,12,36.4,-74.1,35.5,-75.4,tropical depression,-1,30,1005,,,11
